"FederalElectoralDivison","Participation","X18.19.years","X20.24.years","X25.29.years","X30.34.years","X35.39.years","X40.44.years","X45.49.years","X50.54.years","X55.59.years","X60.64.years","X65.69.years","X70.74.years","X75.79.years","X80.84.years","X85.years.and.over","Total.Males.b.","Total.Persons"
"Kooyong","Participation rate (%)"," 84.8 "," 81.1 "," 79.4 "," 77.3 "," 80.6 "," 81.6 "," 84.3 "," 85.2 "," 88.4 "," 87.7 "," 90.7 "," 90.5 "," 91.5 "," 91.4 "," 84.1 "," 84.4 "," 86.0 "
"Lalor","Total participants"," 1,322 "," 3,904 "," 3,815 "," 5,413 "," 6,129 "," 5,284 "," 4,807 "," 4,270 "," 3,876 "," 3,255 "," 2,609 "," 1,908 "," 1,169 "," 638 "," 401 "," 48,800 "," 100,836 "
"Lalor","Eligible participants"," 1,729 "," 5,387 "," 5,554 "," 8,113 "," 8,963 "," 7,244 "," 6,244 "," 5,404 "," 4,737 "," 3,870 "," 3,018 "," 2,186 "," 1,341 "," 744 "," 508 "," 65,042 "," 130,963 "
"Lalor","Participation rate (%)"," 76.5 "," 72.5 "," 68.7 "," 66.7 "," 68.4 "," 72.9 "," 77.0 "," 79.0 "," 81.8 "," 84.1 "," 86.4 "," 87.3 "," 87.2 "," 85.8 "," 78.9 "," 75.0 "," 77.0 "
"La Trobe","Total participants"," 1,411 "," 3,863 "," 3,256 "," 3,159 "," 3,581 "," 3,987 "," 4,443 "," 4,178 "," 4,032 "," 3,442 "," 2,872 "," 2,133 "," 1,432 "," 798 "," 635 "," 43,222 "," 91,901 "
"La Trobe","Eligible participants"," 1,763 "," 5,115 "," 4,391 "," 4,250 "," 4,736 "," 5,120 "," 5,600 "," 5,102 "," 4,770 "," 3,963 "," 3,248 "," 2,375 "," 1,576 "," 888 "," 749 "," 53,646 "," 110,903 "
"La Trobe","Participation rate (%)"," 80.0 "," 75.5 "," 74.2 "," 74.3 "," 75.6 "," 77.9 "," 79.3 "," 81.9 "," 84.5 "," 86.9 "," 88.4 "," 89.8 "," 90.9 "," 89.9 "," 84.8 "," 80.6 "," 82.9 "
"Mallee","Total participants"," 872 "," 2,198 "," 2,180 "," 2,073 "," 2,050 "," 2,296 "," 2,837 "," 3,262 "," 3,830 "," 3,852 "," 3,711 "," 3,028 "," 2,241 "," 1,520 "," 1,246 "," 37,196 "," 78,649 "
"Mallee","Eligible participants"," 1,152 "," 3,527 "," 3,555 "," 3,219 "," 3,001 "," 3,290 "," 3,836 "," 4,212 "," 4,750 "," 4,535 "," 4,271 "," 3,393 "," 2,544 "," 1,712 "," 1,517 "," 48,514 "," 99,856 "
"Mallee","Participation rate (%)"," 75.7 "," 62.3 "," 61.3 "," 64.4 "," 68.3 "," 69.8 "," 74.0 "," 77.4 "," 80.6 "," 84.9 "," 86.9 "," 89.2 "," 88.1 "," 88.8 "," 82.1 "," 76.7 "," 78.8 "
"Maribyrnong","Total participants"," 965 "," 3,316 "," 3,411 "," 3,465 "," 3,305 "," 3,367 "," 3,779 "," 3,587 "," 3,607 "," 3,311 "," 2,894 "," 2,409 "," 1,831 "," 1,373 "," 1,095 "," 41,715 "," 89,226 "
"Maribyrnong","Eligible participants"," 1,211 "," 4,563 "," 4,788 "," 4,933 "," 4,702 "," 4,618 "," 5,093 "," 4,638 "," 4,529 "," 3,980 "," 3,403 "," 2,781 "," 2,105 "," 1,611 "," 1,408 "," 54,363 "," 112,988 "
"Maribyrnong","Participation rate (%)"," 79.7 "," 72.7 "," 71.2 "," 70.2 "," 70.3 "," 72.9 "," 74.2 "," 77.3 "," 79.6 "," 83.2 "," 85.0 "," 86.6 "," 87.0 "," 85.2 "," 77.8 "," 76.7 "," 79.0 "
"McEwen","Total participants"," 1,485 "," 4,153 "," 4,426 "," 4,979 "," 5,190 "," 5,092 "," 5,144 "," 4,723 "," 4,576 "," 3,985 "," 3,578 "," 2,683 "," 1,651 "," 869 "," 594 "," 53,128 "," 113,089 "
"McEwen","Eligible participants"," 1,889 "," 5,677 "," 6,235 "," 6,921 "," 7,125 "," 6,707 "," 6,582 "," 5,872 "," 5,555 "," 4,609 "," 4,029 "," 2,971 "," 1,842 "," 1,005 "," 726 "," 67,745 "," 140,055 "
"McEwen","Participation rate (%)"," 78.6 "," 73.2 "," 71.0 "," 71.9 "," 72.8 "," 75.9 "," 78.2 "," 80.4 "," 82.4 "," 86.5 "," 88.8 "," 90.3 "," 89.6 "," 86.5 "," 81.8 "," 78.4 "," 80.7 "
"McMillan","Total participants"," 1,098 "," 3,079 "," 3,079 "," 3,269 "," 3,191 "," 3,259 "," 3,706 "," 3,791 "," 4,158 "," 4,192 "," 4,206 "," 3,619 "," 2,522 "," 1,495 "," 1,131 "," 45,795 "," 98,351 "
"McMillan","Eligible participants"," 1,409 "," 4,442 "," 4,582 "," 4,751 "," 4,369 "," 4,374 "," 4,797 "," 4,701 "," 4,967 "," 4,809 "," 4,694 "," 3,963 "," 2,791 "," 1,685 "," 1,329 "," 57,663 "," 120,754 "
"McMillan","Participation rate (%)"," 77.9 "," 69.3 "," 67.2 "," 68.8 "," 73.0 "," 74.5 "," 77.3 "," 80.6 "," 83.7 "," 87.2 "," 89.6 "," 91.3 "," 90.4 "," 88.7 "," 85.1 "," 79.4 "," 81.4 "
"Melbourne","Total participants"," 715 "," 3,938 "," 7,292 "," 7,199 "," 5,406 "," 3,971 "," 3,469 "," 3,053 "," 2,862 "," 2,501 "," 2,149 "," 1,662 "," 973 "," 589 "," 529 "," 46,308 "," 97,308 "
"Melbourne","Eligible participants"," 921 "," 5,043 "," 9,030 "," 9,047 "," 6,818 "," 5,036 "," 4,302 "," 3,731 "," 3,427 "," 2,953 "," 2,493 "," 1,898 "," 1,165 "," 755 "," 692 "," 57,311 "," 117,462 "
"Melbourne","Participation rate (%)"," 77.6 "," 78.1 "," 80.8 "," 79.6 "," 79.3 "," 78.9 "," 80.6 "," 81.8 "," 83.5 "," 84.7 "," 86.2 "," 87.6 "," 83.5 "," 78.0 "," 76.4 "," 80.8 "," 82.8 "
"Melbourne Ports","Total participants"," 624 "," 2,550 "," 4,063 "," 4,874 "," 4,227 "," 3,749 "," 3,572 "," 3,124 "," 3,193 "," 2,772 "," 2,671 "," 2,084 "," 1,272 "," 782 "," 730 "," 40,287 "," 86,310 "
"Melbourne Ports","Eligible participants"," 743 "," 3,251 "," 5,329 "," 6,450 "," 5,571 "," 4,849 "," 4,426 "," 3,800 "," 3,778 "," 3,274 "," 3,033 "," 2,362 "," 1,481 "," 958 "," 982 "," 50,287 "," 105,055 "
"Melbourne Ports","Participation rate (%)"," 84.0 "," 78.4 "," 76.2 "," 75.6 "," 75.9 "," 77.3 "," 80.7 "," 82.2 "," 84.5 "," 84.7 "," 88.1 "," 88.2 "," 85.9 "," 81.6 "," 74.3 "," 80.1 "," 82.2 "
"Menzies","Total participants"," 1,181 "," 3,213 "," 2,634 "," 2,170 "," 2,405 "," 2,765 "," 3,498 "," 3,552 "," 3,675 "," 3,074 "," 2,916 "," 2,710 "," 2,390 "," 1,571 "," 1,205 "," 38,959 "," 83,021 "
"Menzies","Eligible participants"," 1,438 "," 4,108 "," 3,460 "," 2,954 "," 3,200 "," 3,544 "," 4,290 "," 4,273 "," 4,259 "," 3,573 "," 3,275 "," 3,008 "," 2,625 "," 1,784 "," 1,429 "," 47,220 "," 98,766 "
"Menzies","Participation rate (%)"," 82.1 "," 78.2 "," 76.1 "," 73.5 "," 75.2 "," 78.0 "," 81.5 "," 83.1 "," 86.3 "," 86.0 "," 89.0 "," 90.1 "," 91.0 "," 88.1 "," 84.3 "," 82.5 "," 84.1 "
"Murray","Total participants"," 1,004 "," 2,435 "," 2,291 "," 2,226 "," 2,253 "," 2,608 "," 3,205 "," 3,363 "," 4,035 "," 3,902 "," 4,008 "," 3,391 "," 2,459 "," 1,580 "," 1,286 "," 40,046 "," 84,014 "
"Murray","Eligible participants"," 1,329 "," 3,792 "," 3,552 "," 3,292 "," 3,278 "," 3,652 "," 4,255 "," 4,325 "," 4,880 "," 4,679 "," 4,573 "," 3,815 "," 2,785 "," 1,821 "," 1,549 "," 51,577 "," 105,574 "
"Murray","Participation rate (%)"," 75.5 "," 64.2 "," 64.5 "," 67.6 "," 68.7 "," 71.4 "," 75.3 "," 77.8 "," 82.7 "," 83.4 "," 87.6 "," 88.9 "," 88.3 "," 86.8 "," 83.0 "," 77.6 "," 79.6 "
"Scullin","Total participants"," 1,159 "," 3,723 "," 3,551 "," 3,761 "," 3,762 "," 3,664 "," 3,912 "," 3,832 "," 3,735 "," 3,360 "," 3,032 "," 2,416 "," 1,564 "," 1,068 "," 687 "," 43,226 "," 90,749 "
"Scullin","Eligible participants"," 1,470 "," 5,039 "," 4,904 "," 5,345 "," 5,258 "," 4,917 "," 4,999 "," 4,825 "," 4,552 "," 3,950 "," 3,473 "," 2,744 "," 1,818 "," 1,267 "," 872 "," 55,433 "," 113,566 "
"Scullin","Participation rate (%)"," 78.8 "," 73.9 "," 72.4 "," 70.4 "," 71.5 "," 74.5 "," 78.3 "," 79.4 "," 82.1 "," 85.1 "," 87.3 "," 88.0 "," 86.0 "," 84.3 "," 78.8 "," 78.0 "," 79.9 "
"Wannon","Total participants"," 939 "," 2,441 "," 2,108 "," 1,985 "," 2,092 "," 2,565 "," 3,044 "," 3,353 "," 3,847 "," 4,011 "," 4,019 "," 3,252 "," 2,209 "," 1,482 "," 1,101 "," 38,448 "," 81,212 "
"Wannon","Eligible participants"," 1,230 "," 3,681 "," 3,216 "," 2,893 "," 2,971 "," 3,543 "," 3,953 "," 4,202 "," 4,643 "," 4,658 "," 4,534 "," 3,613 "," 2,442 "," 1,669 "," 1,323 "," 48,571 "," 99,781 "
"Wannon","Participation rate (%)"," 76.3 "," 66.3 "," 65.5 "," 68.6 "," 70.4 "," 72.4 "," 77.0 "," 79.8 "," 82.9 "," 86.1 "," 88.6 "," 90.0 "," 90.5 "," 88.8 "," 83.2 "," 79.2 "," 81.4 "
"Wills","Total participants"," 913 "," 3,665 "," 5,192 "," 5,534 "," 4,978 "," 4,296 "," 4,004 "," 3,444 "," 3,140 "," 2,532 "," 2,112 "," 1,671 "," 1,464 "," 1,249 "," 1,193 "," 45,387 "," 98,099 "
"Wills","Eligible participants"," 1,111 "," 4,606 "," 6,573 "," 6,978 "," 6,267 "," 5,422 "," 5,059 "," 4,267 "," 3,777 "," 3,013 "," 2,464 "," 1,934 "," 1,738 "," 1,506 "," 1,540 "," 56,255 "," 118,268 "
"Wills","Participation rate (%)"," 82.2 "," 79.6 "," 79.0 "," 79.3 "," 79.4 "," 79.2 "," 79.1 "," 80.7 "," 83.1 "," 84.0 "," 85.7 "," 86.4 "," 84.2 "," 82.9 "," 77.5 "," 80.7 "," 82.9 "
"Victoria (Total)","Total participants"," 38,720 "," 118,897 "," 121,875 "," 126,194 "," 125,877 "," 128,107 "," 138,049 "," 133,085 "," 137,064 "," 126,281 "," 116,846 "," 96,183 "," 67,240 "," 43,863 "," 35,922 "," 1,554,205 "," 3,317,755 "
"Victoria (Total)","Eligible participants"," 48,852 "," 161,658 "," 167,708 "," 173,516 "," 169,904 "," 168,441 "," 175,707 "," 164,846 "," 164,299 "," 147,252 "," 132,643 "," 107,856 "," 75,569 "," 50,406 "," 43,869 "," 1,952,528 "," 4,061,389 "
"Victoria (Total)","Participation rate (%)"," 79.3 "," 73.5 "," 72.7 "," 72.7 "," 74.1 "," 76.1 "," 78.6 "," 80.7 "," 83.4 "," 85.8 "," 88.1 "," 89.2 "," 89.0 "," 87.0 "," 81.9 "," 79.6 "," 81.7 "
"Blair","Total participants"," 939 "," 2,792 "," 2,968 "," 3,098 "," 2,900 "," 2,959 "," 3,260 "," 3,290 "," 3,374 "," 3,133 "," 2,940 "," 2,240 "," 1,535 "," 889 "," 648 "," 36,965 "," 78,883 "
"Blair","Eligible participants"," 1,357 "," 4,491 "," 4,666 "," 4,727 "," 4,323 "," 4,296 "," 4,373 "," 4,208 "," 4,141 "," 3,648 "," 3,346 "," 2,519 "," 1,731 "," 1,029 "," 781 "," 49,636 "," 102,858 "
"Blair","Participation rate (%)"," 69.2 "," 62.2 "," 63.6 "," 65.5 "," 67.1 "," 68.9 "," 74.5 "," 78.2 "," 81.5 "," 85.9 "," 87.9 "," 88.9 "," 88.7 "," 86.4 "," 83.0 "," 74.5 "," 76.7 "
"Bonner","Total participants"," 1,147 "," 3,003 "," 2,678 "," 2,975 "," 3,188 "," 3,528 "," 3,661 "," 3,651 "," 3,432 "," 3,037 "," 2,771 "," 2,295 "," 1,580 "," 1,065 "," 898 "," 38,909 "," 84,239 "
"Bonner","Eligible participants"," 1,459 "," 4,209 "," 3,768 "," 4,106 "," 4,278 "," 4,621 "," 4,580 "," 4,430 "," 4,048 "," 3,486 "," 3,123 "," 2,513 "," 1,745 "," 1,191 "," 1,033 "," 48,590 "," 102,220 "
"Bonner","Participation rate (%)"," 78.6 "," 71.3 "," 71.1 "," 72.5 "," 74.5 "," 76.3 "," 79.9 "," 82.4 "," 84.8 "," 87.1 "," 88.7 "," 91.3 "," 90.5 "," 89.4 "," 86.9 "," 80.1 "," 82.4 "
"Bowman","Total participants"," 1,041 "," 2,826 "," 2,408 "," 2,563 "," 2,616 "," 2,948 "," 3,402 "," 3,562 "," 3,947 "," 3,744 "," 3,697 "," 3,028 "," 1,934 "," 1,228 "," 935 "," 39,879 "," 86,376 "
"Bowman","Eligible participants"," 1,384 "," 4,033 "," 3,586 "," 3,700 "," 3,683 "," 4,091 "," 4,390 "," 4,469 "," 4,762 "," 4,345 "," 4,119 "," 3,307 "," 2,122 "," 1,362 "," 1,118 "," 50,471 "," 106,067 "
"Bowman","Participation rate (%)"," 75.2 "," 70.1 "," 67.2 "," 69.3 "," 71.0 "," 72.1 "," 77.5 "," 79.7 "," 82.9 "," 86.2 "," 89.8 "," 91.6 "," 91.1 "," 90.2 "," 83.6 "," 79.0 "," 81.4 "
"Brisbane","Total participants"," 1,058 "," 4,100 "," 5,422 "," 5,152 "," 4,202 "," 3,834 "," 3,987 "," 3,610 "," 3,297 "," 2,726 "," 2,258 "," 1,690 "," 1,038 "," 626 "," 545 "," 43,545 "," 91,733 "
"Brisbane","Eligible participants"," 1,357 "," 5,676 "," 7,428 "," 6,870 "," 5,500 "," 5,013 "," 5,027 "," 4,368 "," 3,852 "," 3,128 "," 2,581 "," 1,880 "," 1,176 "," 726 "," 648 "," 55,230 "," 112,389 "
"Brisbane","Participation rate (%)"," 78.0 "," 72.2 "," 73.0 "," 75.0 "," 76.4 "," 76.5 "," 79.3 "," 82.6 "," 85.6 "," 87.1 "," 87.5 "," 89.9 "," 88.3 "," 86.2 "," 84.1 "," 78.8 "," 81.6 "
"Capricornia","Total participants"," 794 "," 2,243 "," 2,351 "," 2,736 "," 2,619 "," 2,809 "," 3,122 "," 3,367 "," 3,742 "," 3,419 "," 3,004 "," 2,280 "," 1,471 "," 990 "," 716 "," 35,663 "," 74,064 "
"Capricornia","Eligible participants"," 1,164 "," 3,815 "," 4,071 "," 4,321 "," 4,082 "," 4,167 "," 4,438 "," 4,459 "," 4,626 "," 4,087 "," 3,476 "," 2,603 "," 1,674 "," 1,140 "," 891 "," 49,014 "," 98,960 "
"Capricornia","Participation rate (%)"," 68.2 "," 58.8 "," 57.7 "," 63.3 "," 64.2 "," 67.4 "," 70.3 "," 75.5 "," 80.9 "," 83.7 "," 86.4 "," 87.6 "," 87.9 "," 86.8 "," 80.4 "," 72.8 "," 74.8 "
"Dawson","Total participants"," 795 "," 2,366 "," 2,476 "," 2,637 "," 2,681 "," 2,976 "," 3,391 "," 3,592 "," 3,965 "," 3,587 "," 3,141 "," 2,512 "," 1,647 "," 977 "," 691 "," 37,434 "," 77,343 "
"Dawson","Eligible participants"," 1,120 "," 4,184 "," 4,322 "," 4,307 "," 4,258 "," 4,522 "," 4,840 "," 4,823 "," 5,071 "," 4,318 "," 3,676 "," 2,840 "," 1,872 "," 1,130 "," 829 "," 52,112 "," 104,286 "
"Dawson","Participation rate (%)"," 71.0 "," 56.5 "," 57.3 "," 61.2 "," 63.0 "," 65.8 "," 70.1 "," 74.5 "," 78.2 "," 83.1 "," 85.4 "," 88.5 "," 88.0 "," 86.5 "," 83.4 "," 71.8 "," 74.2 "
"Dickson","Total participants"," 1,145 "," 2,997 "," 2,772 "," 2,928 "," 3,231 "," 3,660 "," 4,056 "," 3,637 "," 3,673 "," 3,187 "," 2,892 "," 2,478 "," 1,384 "," 658 "," 462 "," 39,160 "," 83,384 "
"Dickson","Eligible participants"," 1,512 "," 4,312 "," 4,023 "," 4,029 "," 4,418 "," 4,715 "," 5,107 "," 4,395 "," 4,281 "," 3,603 "," 3,222 "," 2,692 "," 1,511 "," 732 "," 557 "," 49,109 "," 101,911 "
"Dickson","Participation rate (%)"," 75.7 "," 69.5 "," 68.9 "," 72.7 "," 73.1 "," 77.6 "," 79.4 "," 82.8 "," 85.8 "," 88.5 "," 89.8 "," 92.1 "," 91.6 "," 89.9 "," 82.9 "," 79.7 "," 81.8 "
"Fadden","Total participants"," 976 "," 2,946 "," 2,614 "," 2,528 "," 2,783 "," 3,024 "," 3,385 "," 3,278 "," 3,454 "," 3,217 "," 3,326 "," 3,149 "," 2,004 "," 1,181 "," 838 "," 38,703 "," 84,587 "
"Fadden","Eligible participants"," 1,437 "," 4,669 "," 4,362 "," 4,120 "," 4,242 "," 4,473 "," 4,792 "," 4,343 "," 4,315 "," 3,848 "," 3,864 "," 3,518 "," 2,293 "," 1,352 "," 1,011 "," 52,639 "," 110,821 "
"Fadden","Participation rate (%)"," 67.9 "," 63.1 "," 59.9 "," 61.4 "," 65.6 "," 67.6 "," 70.6 "," 75.5 "," 80.0 "," 83.6 "," 86.1 "," 89.5 "," 87.4 "," 87.4 "," 82.9 "," 73.5 "," 76.3 "
"Fairfax","Total participants"," 959 "," 2,441 "," 2,364 "," 2,597 "," 2,769 "," 3,219 "," 3,662 "," 3,631 "," 3,914 "," 3,948 "," 3,981 "," 3,314 "," 2,254 "," 1,479 "," 1,106 "," 41,638 "," 91,238 "
"Fairfax","Eligible participants"," 1,308 "," 3,743 "," 3,649 "," 3,836 "," 3,919 "," 4,426 "," 4,765 "," 4,568 "," 4,743 "," 4,544 "," 4,436 "," 3,654 "," 2,478 "," 1,637 "," 1,285 "," 52,991 "," 112,573 "
"Fairfax","Participation rate (%)"," 73.3 "," 65.2 "," 64.8 "," 67.7 "," 70.7 "," 72.7 "," 76.9 "," 79.5 "," 82.5 "," 86.9 "," 89.7 "," 90.7 "," 91.0 "," 90.3 "," 86.1 "," 78.6 "," 81.0 "
"Fisher","Total participants"," 882 "," 2,270 "," 2,091 "," 2,113 "," 2,461 "," 2,785 "," 3,257 "," 3,111 "," 3,450 "," 3,379 "," 3,721 "," 3,378 "," 2,363 "," 1,600 "," 1,204 "," 38,065 "," 83,064 "
"Fisher","Eligible participants"," 1,187 "," 3,496 "," 3,220 "," 3,173 "," 3,555 "," 3,885 "," 4,297 "," 3,971 "," 4,194 "," 3,908 "," 4,134 "," 3,731 "," 2,583 "," 1,749 "," 1,391 "," 48,474 "," 102,689 "
"Fisher","Participation rate (%)"," 74.3 "," 64.9 "," 64.9 "," 66.6 "," 69.2 "," 71.7 "," 75.8 "," 78.3 "," 82.3 "," 86.5 "," 90.0 "," 90.5 "," 91.5 "," 91.5 "," 86.6 "," 78.5 "," 80.9 "
"Flynn","Total participants"," 707 "," 2,049 "," 2,406 "," 2,775 "," 2,758 "," 3,022 "," 3,459 "," 3,728 "," 4,159 "," 3,666 "," 3,213 "," 2,539 "," 1,661 "," 891 "," 542 "," 37,575 "," 76,065 "
"Flynn","Eligible participants"," 1,070 "," 3,743 "," 4,040 "," 4,316 "," 4,312 "," 4,428 "," 4,775 "," 4,836 "," 5,088 "," 4,358 "," 3,694 "," 2,875 "," 1,839 "," 1,009 "," 673 "," 51,056 "," 100,594 "
"Flynn","Participation rate (%)"," 66.1 "," 54.7 "," 59.6 "," 64.3 "," 64.0 "," 68.2 "," 72.4 "," 77.1 "," 81.7 "," 84.1 "," 87.0 "," 88.3 "," 90.3 "," 88.3 "," 80.5 "," 73.6 "," 75.6 "
"Forde","Total participants"," 909 "," 2,894 "," 2,819 "," 2,940 "," 2,933 "," 3,178 "," 3,220 "," 3,010 "," 3,157 "," 2,938 "," 2,862 "," 2,347 "," 1,432 "," 809 "," 525 "," 35,973 "," 77,753 "
"Forde","Eligible participants"," 1,296 "," 4,597 "," 4,522 "," 4,575 "," 4,437 "," 4,534 "," 4,381 "," 3,962 "," 3,882 "," 3,495 "," 3,285 "," 2,639 "," 1,605 "," 939 "," 642 "," 48,791 "," 102,176 "
"Forde","Participation rate (%)"," 70.1 "," 63.0 "," 62.3 "," 64.3 "," 66.1 "," 70.1 "," 73.5 "," 76.0 "," 81.3 "," 84.1 "," 87.1 "," 88.9 "," 89.2 "," 86.2 "," 81.8 "," 73.7 "," 76.1 "
"Griffith","Total participants"," 1,069 "," 3,982 "," 4,660 "," 4,702 "," 4,197 "," 3,966 "," 4,118 "," 3,567 "," 3,206 "," 2,587 "," 2,162 "," 1,486 "," 1,075 "," 733 "," 633 "," 42,143 "," 90,487 "
"Griffith","Eligible participants"," 1,362 "," 5,487 "," 6,371 "," 6,355 "," 5,586 "," 5,119 "," 5,118 "," 4,257 "," 3,753 "," 3,021 "," 2,496 "," 1,680 "," 1,199 "," 823 "," 773 "," 53,400 "," 110,620 "
"Griffith","Participation rate (%)"," 78.5 "," 72.6 "," 73.1 "," 74.0 "," 75.1 "," 77.5 "," 80.5 "," 83.8 "," 85.4 "," 85.6 "," 86.6 "," 88.5 "," 89.7 "," 89.1 "," 81.9 "," 78.9 "," 81.8 "
"Groom","Total participants"," 978 "," 2,759 "," 2,758 "," 2,837 "," 2,637 "," 2,857 "," 3,281 "," 3,205 "," 3,612 "," 3,342 "," 3,112 "," 2,731 "," 1,902 "," 1,239 "," 982 "," 38,232 "," 82,713 "
"Groom","Eligible participants"," 1,368 "," 4,344 "," 4,258 "," 4,062 "," 3,712 "," 3,973 "," 4,212 "," 3,947 "," 4,215 "," 3,825 "," 3,480 "," 2,987 "," 2,067 "," 1,367 "," 1,154 "," 48,971 "," 103,430 "
"Groom","Participation rate (%)"," 71.5 "," 63.5 "," 64.8 "," 69.8 "," 71.0 "," 71.9 "," 77.9 "," 81.2 "," 85.7 "," 87.4 "," 89.4 "," 91.4 "," 92.0 "," 90.6 "," 85.1 "," 78.1 "," 80.0 "
"Herbert","Total participants"," 902 "," 3,055 "," 3,123 "," 3,086 "," 2,800 "," 2,979 "," 3,244 "," 3,137 "," 3,321 "," 2,956 "," 2,722 "," 2,098 "," 1,254 "," 733 "," 558 "," 35,968 "," 76,758 "
"Herbert","Eligible participants"," 1,399 "," 5,669 "," 5,492 "," 4,994 "," 4,384 "," 4,560 "," 4,633 "," 4,239 "," 4,297 "," 3,604 "," 3,193 "," 2,376 "," 1,439 "," 847 "," 684 "," 51,813 "," 106,423 "
"Herbert","Participation rate (%)"," 64.5 "," 53.9 "," 56.9 "," 61.8 "," 63.9 "," 65.3 "," 70.0 "," 74.0 "," 77.3 "," 82.0 "," 85.2 "," 88.3 "," 87.1 "," 86.5 "," 81.6 "," 69.4 "," 72.1 "
"Hinkler","Total participants"," 624 "," 1,757 "," 1,590 "," 1,706 "," 1,909 "," 2,190 "," 2,581 "," 2,857 "," 3,490 "," 3,832 "," 4,516 "," 4,244 "," 3,043 "," 1,793 "," 1,234 "," 37,366 "," 80,505 "
"Hinkler","Eligible participants"," 969 "," 2,989 "," 2,767 "," 2,765 "," 2,968 "," 3,301 "," 3,632 "," 3,772 "," 4,302 "," 4,527 "," 5,099 "," 4,726 "," 3,385 "," 2,042 "," 1,459 "," 48,703 "," 102,930 "
"Hinkler","Participation rate (%)"," 64.4 "," 58.8 "," 57.5 "," 61.7 "," 64.3 "," 66.3 "," 71.1 "," 75.7 "," 81.1 "," 84.6 "," 88.6 "," 89.8 "," 89.9 "," 87.8 "," 84.6 "," 76.7 "," 78.2 "
"Kennedy","Total participants"," 514 "," 1,768 "," 1,833 "," 1,922 "," 2,043 "," 2,303 "," 2,927 "," 3,239 "," 3,678 "," 3,692 "," 3,597 "," 2,974 "," 2,033 "," 1,250 "," 869 "," 34,642 "," 71,207 "
"Kennedy","Eligible participants"," 833 "," 3,423 "," 3,507 "," 3,498 "," 3,474 "," 3,934 "," 4,434 "," 4,617 "," 4,974 "," 4,694 "," 4,326 "," 3,514 "," 2,405 "," 1,491 "," 1,116 "," 50,240 "," 101,001 "
"Kennedy","Participation rate (%)"," 61.7 "," 51.7 "," 52.3 "," 54.9 "," 58.8 "," 58.5 "," 66.0 "," 70.2 "," 73.9 "," 78.7 "," 83.1 "," 84.6 "," 84.5 "," 83.8 "," 77.9 "," 69.0 "," 70.5 "
"Leichhardt","Total participants"," 651 "," 2,044 "," 2,242 "," 2,582 "," 2,682 "," 3,161 "," 3,468 "," 3,518 "," 3,736 "," 3,613 "," 3,162 "," 2,445 "," 1,348 "," 801 "," 506 "," 35,959 "," 75,595 "
"Leichhardt","Eligible participants"," 1,073 "," 4,079 "," 4,546 "," 4,703 "," 4,721 "," 5,273 "," 5,529 "," 5,206 "," 5,107 "," 4,652 "," 3,904 "," 2,900 "," 1,628 "," 946 "," 646 "," 54,913 "," 111,436 "
"Leichhardt","Participation rate (%)"," 60.7 "," 50.1 "," 49.3 "," 54.9 "," 56.8 "," 59.9 "," 62.7 "," 67.6 "," 73.2 "," 77.7 "," 81.0 "," 84.3 "," 82.8 "," 84.7 "," 78.3 "," 65.5 "," 67.8 "
"Lilley","Total participants"," 960 "," 3,061 "," 3,467 "," 3,812 "," 3,661 "," 3,679 "," 3,703 "," 3,447 "," 3,384 "," 2,970 "," 2,694 "," 2,152 "," 1,640 "," 1,127 "," 1,041 "," 40,798 "," 88,880 "
"Lilley","Eligible participants"," 1,267 "," 4,441 "," 4,912 "," 5,197 "," 4,908 "," 4,742 "," 4,664 "," 4,268 "," 4,060 "," 3,480 "," 3,049 "," 2,382 "," 1,817 "," 1,289 "," 1,272 "," 51,748 "," 109,129 "
"Lilley","Participation rate (%)"," 75.8 "," 68.9 "," 70.6 "," 73.4 "," 74.6 "," 77.6 "," 79.4 "," 80.8 "," 83.3 "," 85.3 "," 88.4 "," 90.3 "," 90.3 "," 87.4 "," 81.8 "," 78.8 "," 81.4 "
"Longman","Total participants"," 973 "," 2,633 "," 2,567 "," 2,584 "," 2,611 "," 2,914 "," 3,263 "," 3,305 "," 3,489 "," 3,528 "," 3,883 "," 3,379 "," 2,155 "," 1,219 "," 874 "," 39,377 "," 85,102 "
"Longman","Eligible participants"," 1,385 "," 4,212 "," 4,083 "," 3,960 "," 3,968 "," 4,252 "," 4,429 "," 4,338 "," 4,289 "," 4,163 "," 4,398 "," 3,768 "," 2,409 "," 1,347 "," 1,052 "," 52,053 "," 109,352 "
"Longman","Participation rate (%)"," 70.3 "," 62.5 "," 62.9 "," 65.3 "," 65.8 "," 68.5 "," 73.7 "," 76.2 "," 81.3 "," 84.7 "," 88.3 "," 89.7 "," 89.5 "," 90.5 "," 83.1 "," 75.6 "," 77.8 "
"Maranoa","Total participants"," 821 "," 2,135 "," 2,191 "," 2,181 "," 2,291 "," 2,677 "," 3,222 "," 3,530 "," 3,970 "," 4,054 "," 4,071 "," 3,376 "," 2,319 "," 1,387 "," 1,006 "," 39,231 "," 81,135 "
"Maranoa","Eligible participants"," 1,171 "," 3,673 "," 3,590 "," 3,371 "," 3,412 "," 3,923 "," 4,305 "," 4,541 "," 4,834 "," 4,768 "," 4,680 "," 3,748 "," 2,561 "," 1,594 "," 1,189 "," 51,360 "," 103,688 "
